bhk,price,which_floor,bathrooms,balcony,parking,location,buildup_area_sqft,is_ready_to_move,furnishing,age_category,latitude,longitude
4.0,5.93,Unknown,4.0,0.0,2.0,Ghatkopar East,2200.0,1,Unknown,Relatively New,19.0833438,72.9123246
1.0,0.32,Higher,2.0,2.0,1.0,Virar West,615.0,1,Unfurnished,New,19.455,72.811
2.0,1.71,Higher,1.0,0.0,1.0,Wadala,640.0,1,Semi Furnished,Mid Age,19.0210175,72.8568955
1.0,0.99,Middle,2.0,1.0,2.0,Mulund West,650.0,1,Semi Furnished,Old,19.1719717,72.9511956
2.0,1.8,Higher,2.0,0.0,1.0,Chembur,798.0,1,Fully Furnished,Relatively New,19.054818,72.8979713
3.0,2.69,Unknown,3.0,0.0,2.0,Kandivali West,1400.0,1,Unknown,Relatively New,19.2055321,72.8399273
1.0,1.0,Lower,2.0,0.0,2.0,Goregaon West,560.0,1,Semi Furnished,New,19.1633281,72.8411995
2.0,1.55,Unknown,2.0,1.0,2.0,Malad West,780.0,0,Unknown,Relatively New,19.1852851,72.8358611
2.0,2.85,Unknown,2.0,0.0,1.0,Parel,900.0,1,Unknown,Relatively New,18.9883872,72.8394086
2.0,2.0,Middle,2.0,0.0,1.0,Bhandup West,1020.0,1,Semi Furnished,Relatively New,19.1462636,72.9339461
2.0,2.95,Lower,2.0,0.0,1.0,Worli,900.0,0,Unfurnished,Relatively New,18.9988405,72.8170327
3.0,3.0,Lower,3.0,0.0,1.0,Ghatkopar East,900.0,1,Unknown,Relatively New,19.0833438,72.9123246
3.0,2.5,Higher,3.0,0.0,1.0,Kandivali East,1250.0,1,Fully Furnished,Mid Age,19.2051958,72.8626165
2.0,1.8,Middle,2.0,0.0,1.0,Chembur,800.0,1,Unfurnished,Relatively New,19.054818,72.8979713
4.0,12.25,Middle,4.0,0.0,2.0,Khar West,1900.0,1,Unknown,New,19.0698569,72.829799
5.0,9.0,Higher,4.0,3.0,3.0,Borivali East,2500.0,1,Semi Furnished,Relatively New,19.2187187,72.8654856
1.0,2.35,Unknown,2.0,0.0,1.0,Wadala East,600.0,1,Unknown,Relatively New,19.0210175,72.8568955
3.0,9.25,Higher,2.0,0.0,2.0,Lower Parel,1600.0,1,Fully Furnished,Mid Age,18.99568,72.8302756
2.0,2.0,Middle,2.0,0.0,1.0,Mahim,600.0,1,Fully Furnished,Old,19.0427721,72.8407925
2.0,1.48,Lower,2.0,0.0,0.0,Kandivali East,775.0,1,Semi Furnished,Mid Age,19.2051958,72.8626165
3.0,3.0,Lower,3.0,1.0,3.0,Chembur,1800.0,1,Unfurnished,Relatively New,19.054818,72.8979713
2.0,2.08,Unknown,2.0,0.0,1.0,Chembur East,900.0,1,Unknown,Relatively New,19.0740472,72.8506755
1.0,1.35,Middle,2.0,0.0,1.0,Andheri East,650.0,1,Unfurnished,Mid Age,19.1158835,72.854202
2.0,2.8,Unknown,2.0,0.0,1.0,Ghatkopar East,900.0,1,Unknown,Relatively New,19.0833438,72.9123246
3.0,3.4,Lower,3.0,1.0,2.0,Kandivali East,1295.0,1,Unfurnished,New,19.2051958,72.8626165
2.0,5.5,Lower,2.0,0.0,1.0,Colaba,1060.0,1,Semi Furnished,Old,18.9219661,72.8345657
3.0,2.1,Higher,3.0,0.0,1.0,Chembur,1020.0,1,Semi Furnished,Relatively New,19.054818,72.8979713
2.0,2.5,Lower,2.0,0.0,1.0,Borivali East,815.0,1,Unfurnished,New,19.2187187,72.8654856
3.0,2.95,Higher,3.0,1.0,2.0,Chembur,1450.0,1,Semi Furnished,Relatively New,19.054818,72.8979713
3.0,2.9,Middle,2.0,1.0,2.0,Mulund West,1153.0,1,Unfurnished,Relatively New,19.1719717,72.9511956
1.0,0.75,Middle,2.0,3.0,0.0,Mira Road East,700.0,1,Unfurnished,Mid Age,19.286025,72.868886
3.0,5.0,Lower,3.0,0.0,1.0,Andheri West,1300.0,1,Unfurnished,Mid Age,19.1172495,72.833968
2.0,2.1,Higher,2.0,0.0,1.0,Malad West,900.0,1,Unfurnished,New,19.1852851,72.8358611
2.0,3.15,Middle,2.0,0.0,1.0,Vile Parle East,800.0,1,Unfurnished,New,19.1097455,72.8365427
1.0,0.32,Higher,1.0,1.0,1.0,Naigaon East,618.0,1,Unfurnished,Mid Age,19.0137704,72.846317
3.0,6.5,Lower,3.0,0.0,2.0,Juhu,1200.0,1,Unknown,Mid Age,19.1070215,72.8275275
0.5,0.67,Middle,1.0,0.0,0.0,Borivali East,350.0,1,Unfurnished,Mid Age,19.2187187,72.8654856
2.0,3.5,Higher,2.0,0.0,1.0,Borivali West,850.0,1,Semi Furnished,Old,19.2298129,72.8471376
1.0,1.45,Middle,2.0,1.0,1.0,Powai,550.0,1,Fully Furnished,Mid Age,19.1187195,72.9073476
2.0,2.7,Higher,2.0,0.0,1.0,Mahim,1000.0,1,Semi Furnished,Mid Age,19.0427721,72.8407925
4.0,7.0,Higher,4.0,1.0,2.0,Powai,3150.0,1,Unknown,Relatively New,19.1187195,72.9073476
2.0,1.6,Higher,2.0,0.0,1.0,Wadala East,930.0,1,Unfurnished,Mid Age,19.0210175,72.8568955
2.0,1.43,Lower,2.0,0.0,1.0,Kandivali East,890.0,1,Unfurnished,Mid Age,19.2051958,72.8626165
4.0,7.68,Unknown,4.0,0.0,2.0,Borivali West,2200.0,1,Unknown,Relatively New,19.2298129,72.8471376
1.0,1.02,Middle,2.0,0.0,1.0,Malad West,650.0,1,Unfurnished,Mid Age,19.1852851,72.8358611
3.0,3.7,Middle,3.0,0.0,2.0,Parel,1600.0,1,Semi Furnished,New,18.9883872,72.8394086
2.0,0.67,Middle,2.0,1.0,1.0,Vasai West,915.0,1,Unfurnished,Mid Age,19.3919,72.8054
3.0,4.5,Unknown,3.0,0.0,2.0,Bhandup,1400.0,1,Unknown,Relatively New,19.142757,72.9376543
1.0,1.05,Middle,2.0,0.0,0.0,Chembur,550.0,1,Unfurnished,Mid Age,19.054818,72.8979713
3.0,2.41,Unknown,3.0,0.0,2.0,Bhandup West,1400.0,1,Unknown,Relatively New,19.1462636,72.9339461
2.0,1.7,Higher,2.0,0.0,1.0,Goregaon West,900.0,1,Fully Furnished,Mid Age,19.1633281,72.8411995
1.0,0.42,Middle,1.0,0.0,0.0,Virar West,650.0,1,Unfurnished,Relatively New,19.455,72.811
2.0,4.0,Lower,2.0,0.0,1.0,Juhu,920.0,1,Semi Furnished,Old,19.1070215,72.8275275
2.0,2.2,Lower,2.0,0.0,2.0,Chembur,980.0,1,Unfurnished,Relatively New,19.054818,72.8979713
2.0,1.65,Middle,2.0,0.0,1.0,Bhandup West,900.0,1,Semi Furnished,Relatively New,19.1462636,72.9339461
2.0,1.7,Middle,2.0,0.0,2.0,Chembur,950.0,1,Semi Furnished,Relatively New,19.054818,72.8979713
3.0,3.2,Higher,1.0,0.0,1.0,Jogeshwari West,1674.0,1,Semi Furnished,Mid Age,19.136394,72.8373817
1.0,0.4,Middle,2.0,2.0,1.0,Virar West,550.0,1,Semi Furnished,Relatively New,19.455,72.811
3.0,5.56,Middle,3.0,0.0,1.0,Santacruz West,1000.0,1,Unfurnished,Mid Age,19.0844004,72.8372899
3.0,4.11,Lower,3.0,3.0,2.0,Andheri West,1400.0,1,Unfurnished,Relatively New,19.1172495,72.833968
1.0,0.98,Middle,2.0,0.0,1.0,Borivali East,620.0,1,Fully Furnished,Mid Age,19.2187187,72.8654856
2.0,2.4,Middle,2.0,1.0,2.0,Goregaon East,800.0,1,Fully Furnished,Relatively New,19.1692623,72.8552548
3.0,4.3,Middle,2.0,1.0,1.0,Andheri West,1295.0,1,Semi Furnished,Mid Age,19.1172495,72.833968
3.0,6.0,Middle,3.0,1.0,2.0,Prabhadevi,1800.0,1,Unknown,Relatively New,19.0074717,72.8358965
1.0,1.86,Unknown,2.0,0.0,1.0,Andheri West,600.0,1,Unknown,Relatively New,19.1172495,72.833968
4.0,7.1,Higher,4.0,1.0,2.0,Powai,2080.0,1,Unfurnished,Relatively New,19.1187195,72.9073476
2.0,1.6,Middle,2.0,0.0,1.0,Mulund East,700.0,1,Semi Furnished,Old,19.1704719,72.9610447
3.0,7.66,Unknown,3.0,0.0,2.0,Dadar East,1400.0,1,Unknown,Relatively New,19.0162531,72.8522274
3.0,6.75,Middle,2.0,0.0,2.0,Powai,1690.0,1,Fully Furnished,Mid Age,19.1187195,72.9073476
1.0,0.25,Higher,1.0,3.0,1.0,Naigaon East,500.0,1,Unknown,Relatively New,19.0137704,72.846317
2.0,1.35,Middle,2.0,0.0,1.0,Kurla East,850.0,1,Semi Furnished,Mid Age,19.0628944,72.8825604
3.0,3.6,Unknown,3.0,0.0,2.0,Ghatkopar East,1400.0,1,Unknown,Relatively New,19.0833438,72.9123246
0.5,0.7,Lower,1.0,1.0,0.0,Dahisar West,400.0,1,Unfurnished,Mid Age,19.248875,72.852959
1.0,0.83,Unknown,2.0,0.0,1.0,Govandi,600.0,1,Unknown,Relatively New,19.0553688,72.9150702
2.0,0.78,Higher,2.0,0.0,1.0,Mira Road East,999.0,1,Semi Furnished,Relatively New,19.286025,72.868886
2.0,1.4,Middle,2.0,0.0,1.0,Bhandup West,875.0,1,Semi Furnished,Mid Age,19.1462636,72.9339461
2.0,2.45,Higher,2.0,1.0,1.0,Andheri West,910.0,1,Semi Furnished,Mid Age,19.1172495,72.833968
3.0,4.5,Middle,4.0,1.0,2.0,Mulund West,2010.0,1,Semi Furnished,New,19.1719717,72.9511956
2.0,5.64,Unknown,2.0,0.0,1.0,Wadala,900.0,1,Unknown,Relatively New,19.0210175,72.8568955
3.0,2.05,Higher,1.0,0.0,1.0,Andheri East,1560.0,1,Fully Furnished,Mid Age,19.1158835,72.854202
2.0,0.83,Lower,2.0,4.0,1.0,Bhayandar East,1045.0,1,Fully Furnished,Relatively New,19.3076,72.862
2.0,0.58,Higher,2.0,0.0,1.0,Vasai West,700.0,1,Unknown,Old,19.3919,72.8054
3.0,2.0,Lower,2.0,0.0,1.0,Kandivali East,1250.0,1,Semi Furnished,Mid Age,19.2051958,72.8626165
1.0,0.28,Middle,1.0,2.0,1.0,Virar West,620.0,1,Unfurnished,Relatively New,19.455,72.811
2.0,0.97,Higher,2.0,1.0,1.0,Kandivali East,650.0,1,Semi Furnished,Relatively New,19.2051958,72.8626165
3.0,5.5,Middle,3.0,0.0,2.0,Parel,1868.0,1,Unknown,Relatively New,18.9883872,72.8394086
2.0,1.5,Middle,2.0,0.0,1.0,Borivali West,688.0,1,Semi Furnished,Mid Age,19.2298129,72.8471376
1.0,1.05,Higher,2.0,0.0,1.0,Borivali West,650.0,1,Unknown,Old,19.2298129,72.8471376
3.0,6.51,Middle,4.0,0.0,2.0,Dadar West,2000.0,1,Unknown,Mid Age,19.0238887,72.8382236
1.0,1.15,Lower,2.0,0.0,1.0,Borivali East,430.0,1,Unknown,Relatively New,19.2187187,72.8654856
2.0,2.2,Unknown,2.0,0.0,1.0,Mulund West,999.0,0,Unknown,Relatively New,19.1719717,72.9511956
1.0,0.58,Lower,2.0,1.0,1.0,Thane West,654.0,1,Semi Furnished,Relatively New,19.2596635,72.9690861
1.0,1.4,Middle,2.0,0.0,2.0,Andheri West,550.0,1,Semi Furnished,Mid Age,19.1172495,72.833968
2.0,3.5,Lower,1.0,0.0,0.0,Colaba,800.0,1,Semi Furnished,Old,18.9219661,72.8345657
2.0,1.26,Lower,2.0,0.0,1.0,Andheri West,600.0,1,Semi Furnished,Old,19.1172495,72.833968
1.0,0.32,Higher,1.0,2.0,2.0,Virar West,625.0,1,Unknown,Relatively New,19.455,72.811
2.0,2.6,Lower,1.0,0.0,1.0,Powai,1100.0,1,Semi Furnished,Relatively New,19.1187195,72.9073476
2.0,1.85,Middle,2.0,0.0,1.0,Chembur,1100.0,1,Semi Furnished,Relatively New,19.054818,72.8979713
2.0,3.8,Lower,1.0,3.0,2.0,Parel,866.0,1,Unfurnished,Relatively New,18.9883872,72.8394086
2.0,1.44,Higher,2.0,0.0,1.0,Kandivali East,850.0,1,Fully Furnished,Old,19.2051958,72.8626165
3.0,4.64,Unknown,3.0,0.0,1.0,Prabhadevi,1250.0,1,Unknown,Relatively New,19.0074717,72.8358965
2.0,1.93,Unknown,2.0,0.0,1.0,Ghatkopar West,900.0,1,Unknown,Relatively New,19.0897439,72.9048035
1.0,0.66,Higher,2.0,3.0,1.0,Mira Road East,650.0,1,Unfurnished,Mid Age,19.286025,72.868886
1.0,1.3,Middle,2.0,0.0,1.0,Borivali West,699.0,1,Fully Furnished,Relatively New,19.2298129,72.8471376
2.0,2.4,Unknown,2.0,0.0,1.0,Borivali West,900.0,1,Unknown,Relatively New,19.2298129,72.8471376
2.0,0.46,Middle,2.0,3.0,2.0,Nalasopara West,845.0,1,Semi Furnished,Relatively New,19.012455,72.835058
2.0,2.3,Middle,2.0,0.0,1.0,Mulund East,1050.0,1,Semi Furnished,Mid Age,19.1704719,72.9610447
4.0,8.5,Lower,4.0,0.0,2.0,Juhu,1776.0,1,Unknown,Mid Age,19.1070215,72.8275275
4.0,10.75,Higher,4.0,1.0,3.0,Vikhroli East,2450.0,1,Semi Furnished,Relatively New,19.1172592,72.9355194
3.0,3.1,Middle,3.0,0.0,1.0,Andheri West,1500.0,1,Semi Furnished,Mid Age,19.1172495,72.833968
2.0,1.85,Lower,2.0,1.0,1.0,Chembur,1200.0,1,Unfurnished,Relatively New,19.054818,72.8979713
4.0,4.5,Higher,4.0,2.0,6.0,Mulund West,2000.0,1,Unknown,Mid Age,19.1719717,72.9511956
1.0,1.5,Unknown,2.0,0.0,1.0,Girgaon,600.0,1,Unknown,Relatively New,18.9543165,72.8179082
3.0,6.5,Higher,3.0,0.0,2.0,Matunga East,1650.0,1,Semi Furnished,New,19.0261579,72.8520846
1.0,0.86,Middle,2.0,2.0,1.0,Mira Road East,783.0,1,Semi Furnished,New,19.286025,72.868886
3.0,10.0,Middle,3.0,0.0,1.0,Santacruz West,1443.0,1,Semi Furnished,Old,19.0844004,72.8372899
4.0,4.75,Middle,4.0,0.0,4.0,Chembur,2100.0,1,Semi Furnished,Relatively New,19.054818,72.8979713
3.0,3.0,Middle,3.0,0.0,1.0,Borivali West,900.0,1,Unfurnished,Relatively New,19.2298129,72.8471376
1.0,0.4,Unknown,2.0,1.0,1.0,Mira Road East,412.0,0,Unknown,Relatively New,19.286025,72.868886
3.0,3.79,Unknown,3.0,0.0,2.0,Ghatkopar East,1400.0,1,Unknown,Relatively New,19.0833438,72.9123246
3.0,3.65,Higher,3.0,3.0,2.0,Kandivali East,1750.0,1,Semi Furnished,Relatively New,19.2051958,72.8626165
1.0,2.3,Middle,1.0,0.0,1.0,Mazgaon,745.0,1,Unfurnished,Mid Age,18.9697337,72.8406201
4.0,3.0,Lower,3.0,1.0,1.0,Andheri West,1600.0,1,Semi Furnished,Mid Age,19.1172495,72.833968
2.0,2.8,Middle,2.0,0.0,1.0,Powai,1200.0,1,Unfurnished,New,19.1187195,72.9073476
2.0,2.05,Lower,2.0,0.0,1.0,Kandivali East,925.0,1,Unfurnished,Old,19.2051958,72.8626165
3.0,2.8,Higher,3.0,0.0,1.0,Andheri West,1100.0,1,Fully Furnished,Old,19.1172495,72.833968
2.0,3.94,Unknown,2.0,0.0,1.0,Santacruz West,900.0,1,Unknown,Relatively New,19.0844004,72.8372899
3.0,7.11,Middle,3.0,3.0,4.0,Bandra East,1500.0,1,Semi Furnished,Mid Age,19.0616565,72.8498111
1.0,0.3,Higher,2.0,2.0,1.0,Naigaon East,600.0,1,Unknown,Relatively New,19.0137704,72.846317
2.0,1.75,Lower,2.0,0.0,1.0,Goregaon East,840.0,1,Unknown,Relatively New,19.1692623,72.8552548
1.0,0.96,Unknown,2.0,0.0,1.0,Bhandup,600.0,1,Unknown,Relatively New,19.142757,72.9376543
1.0,1.05,Higher,2.0,1.0,1.0,Malad West,550.0,1,Semi Furnished,Relatively New,19.1852851,72.8358611
3.0,3.3,Unknown,3.0,0.0,1.0,Santacruz East,1080.0,0,Unknown,Relatively New,19.0781806,72.8677752
2.0,3.38,Unknown,2.0,0.0,1.0,Andheri West,900.0,1,Unknown,Relatively New,19.1172495,72.833968
4.0,12.89,Unknown,4.0,0.0,2.0,Mahalaxmi,2200.0,1,Unknown,Relatively New,19.105218,72.828165
1.0,0.55,Middle,2.0,0.0,1.0,Thane West,465.0,1,Semi Furnished,Mid Age,19.2596635,72.9690861
2.0,2.25,Unknown,2.0,1.0,1.0,Bhandup West,999.0,0,Unknown,Relatively New,19.1462636,72.9339461
2.0,1.7,Lower,2.0,1.0,1.0,Malad East,950.0,1,Semi Furnished,Relatively New,19.1860219,72.8563181
4.0,5.72,Unknown,4.0,0.0,2.0,Borivali East,2200.0,1,Unknown,Relatively New,19.2187187,72.8654856
2.0,3.92,Unknown,2.0,0.0,1.0,Matunga,900.0,1,Unknown,Relatively New,19.0314768,72.8468509
3.0,2.79,Lower,2.0,0.0,2.0,Mulund East,1200.0,1,Unknown,Relatively New,19.1704719,72.9610447
2.0,3.5,Middle,2.0,0.0,1.0,Bandra West,800.0,1,Fully Furnished,Old,19.0583358,72.8302669
2.0,1.8,Lower,2.0,0.0,1.0,Goregaon East,934.0,1,Unfurnished,New,19.1692623,72.8552548
2.0,3.76,Unknown,2.0,0.0,1.0,Jogeshwari,900.0,1,Unknown,Relatively New,19.1348994,72.8488199
2.0,1.25,Middle,2.0,0.0,1.0,Kandivali East,850.0,1,Semi Furnished,Old,19.2051958,72.8626165
2.0,1.6,Middle,2.0,0.0,2.0,Kurla East,588.0,1,Unfurnished,Relatively New,19.0628944,72.8825604
3.0,6.5,Middle,3.0,0.0,2.0,Lower Parel,1850.0,1,Semi Furnished,Relatively New,18.99568,72.8302756
3.0,3.5,Middle,3.0,0.0,1.0,Chembur,1255.0,1,Unfurnished,New,19.054818,72.8979713
2.0,0.9,Middle,3.0,3.0,1.0,Mira Road East,995.0,1,Fully Furnished,Mid Age,19.286025,72.868886
3.0,0.96,Higher,3.0,1.0,2.0,Goregaon East,1300.0,1,Unfurnished,Mid Age,19.1692623,72.8552548
1.0,0.61,Unknown,2.0,0.0,1.0,Mira Road East,770.0,0,Unknown,Relatively New,19.286025,72.868886
1.0,0.32,Middle,1.0,0.0,1.0,Virar West,610.0,1,Unfurnished,Relatively New,19.455,72.811
1.0,1.65,Lower,1.0,1.0,1.0,Sion,594.0,1,Semi Furnished,Relatively New,19.0465213,72.8632834
2.0,1.88,Higher,2.0,0.0,1.0,Malad West,750.0,1,Unfurnished,Mid Age,19.1852851,72.8358611
2.0,1.88,Middle,2.0,0.0,2.0,Mulund West,950.0,1,Semi Furnished,Relatively New,19.1719717,72.9511956
3.0,2.5,Higher,3.0,0.0,1.0,Chembur,864.0,1,Semi Furnished,Relatively New,19.054818,72.8979713
1.0,0.28,Middle,1.0,2.0,1.0,Nalasopara West,572.0,1,Semi Furnished,Relatively New,19.012455,72.835058
2.0,2.1,Higher,2.0,0.0,1.0,Kandivali East,1050.0,1,Unknown,Mid Age,19.2051958,72.8626165
2.0,2.2,Higher,2.0,0.0,1.0,Mulund West,869.0,1,Unfurnished,Relatively New,19.1719717,72.9511956
2.0,1.99,Higher,1.0,0.0,2.0,Ghatkopar West,1010.0,1,Unfurnished,New,19.0897439,72.9048035
4.0,7.78,Unknown,4.0,0.0,2.0,Malad West,2200.0,1,Unknown,Relatively New,19.1852851,72.8358611
2.0,2.05,Middle,2.0,0.0,1.0,Bhandup West,900.0,1,Semi Furnished,Relatively New,19.1462636,72.9339461
2.0,3.21,Unknown,2.0,0.0,1.0,Vikhroli,900.0,1,Unknown,Relatively New,19.1114795,72.928021
2.0,2.35,Higher,2.0,0.0,1.0,Ghatkopar East,838.0,1,Fully Furnished,Relatively New,19.0833438,72.9123246
3.0,4.0,Higher,2.0,0.0,1.0,Goregaon East,1081.0,1,Unfurnished,Relatively New,19.1692623,72.8552548
3.0,4.5,Middle,3.0,0.0,2.0,Borivali East,1200.0,1,Unfurnished,New,19.2187187,72.8654856
2.0,3.75,Middle,3.0,2.0,3.0,Vikhroli East,990.0,1,Semi Furnished,Relatively New,19.1172592,72.9355194
3.0,3.75,Middle,2.0,0.0,1.0,Chembur,1350.0,1,Unfurnished,Mid Age,19.054818,72.8979713
1.0,1.6,Higher,2.0,0.0,0.0,Vikhroli East,700.0,1,Unknown,Mid Age,19.1172592,72.9355194
1.0,0.67,Middle,2.0,1.0,1.0,Mira Road East,694.0,1,Semi Furnished,Mid Age,19.286025,72.868886
2.0,3.55,Middle,2.0,0.0,2.0,Powai,1250.0,1,Unknown,Relatively New,19.1187195,72.9073476
2.0,0.95,Middle,2.0,3.0,1.0,Mira Road East,980.0,1,Fully Furnished,Mid Age,19.286025,72.868886
2.0,0.8,Middle,2.0,3.0,2.0,Mira Road East,850.0,1,Unfurnished,Mid Age,19.286025,72.868886
2.0,2.72,Middle,2.0,0.0,1.0,Malad East,950.0,1,Unfurnished,New,19.1860219,72.8563181
2.0,2.65,Middle,2.0,0.0,1.0,Chembur,930.0,1,Unfurnished,Relatively New,19.054818,72.8979713
4.0,6.0,Higher,3.0,1.0,3.0,Mulund West,1959.0,1,Unfurnished,Relatively New,19.1719717,72.9511956
2.0,0.32,Middle,1.0,2.0,1.0,Boisar,930.0,1,Unknown,Mid Age,19.1911418,72.8729089
2.0,0.92,Unknown,2.0,1.0,1.0,Mira Road East,492.0,0,Unknown,Relatively New,19.286025,72.868886
5.0,12.0,Middle,3.0,0.0,0.0,Vile Parle West,2000.0,1,Unknown,Mid Age,19.103908,72.840301
1.0,0.9,Middle,2.0,0.0,1.0,Bhandup West,558.0,1,Unfurnished,New,19.1462636,72.9339461
2.0,4.1,Unknown,2.0,0.0,1.0,Santacruz West,900.0,1,Unknown,Relatively New,19.0844004,72.8372899
1.0,0.39,Unknown,2.0,1.0,1.0,Virar West,630.0,0,Unknown,Relatively New,19.455,72.811
2.0,1.65,Lower,2.0,0.0,1.0,Bhandup West,1500.0,1,Semi Furnished,Mid Age,19.1462636,72.9339461
1.0,0.9,Lower,2.0,1.0,1.0,Mira Road East,594.0,1,Unfurnished,New,19.286025,72.868886
2.0,1.4,Higher,2.0,0.0,1.0,Mulund West,695.0,1,Semi Furnished,New,19.1719717,72.9511956
1.0,0.58,Middle,2.0,0.0,1.0,Thane West,640.0,1,Semi Furnished,Relatively New,19.2596635,72.9690861
4.0,3.15,Middle,4.0,2.0,3.0,Chembur,1500.0,1,Fully Furnished,Mid Age,19.054818,72.8979713
2.0,1.1,Higher,2.0,2.0,1.0,Mira Road East,1020.0,1,Semi Furnished,Mid Age,19.286025,72.868886
2.0,1.49,Unknown,2.0,0.0,1.0,Vikhroli East,900.0,1,Unknown,Relatively New,19.1172592,72.9355194
1.0,1.1,Higher,2.0,0.0,1.0,Chembur,540.0,1,Unfurnished,Mid Age,19.054818,72.8979713
1.0,0.62,Middle,2.0,3.0,1.0,Mira Road East,650.0,1,Unfurnished,Mid Age,19.286025,72.868886
1.0,0.33,Middle,1.0,0.0,2.0,Virar West,660.0,1,Semi Furnished,Mid Age,19.455,72.811
2.0,2.5,Higher,2.0,0.0,1.0,Govandi,1050.0,1,Semi Furnished,New,19.0553688,72.9150702
2.0,1.6,Higher,2.0,0.0,1.0,Goregaon West,850.0,1,Semi Furnished,Old,19.1633281,72.8411995
2.0,1.95,Middle,2.0,0.0,1.0,Chembur,1100.0,1,Unfurnished,Relatively New,19.054818,72.8979713
1.0,1.45,Higher,2.0,0.0,0.0,Powai,740.0,1,Semi Furnished,Old,19.1187195,72.9073476
2.0,3.95,Higher,2.0,0.0,1.0,Dadar West,862.0,1,Fully Furnished,Old,19.0238887,72.8382236
3.0,7.33,Unknown,3.0,0.0,2.0,Vile Parle West,1400.0,1,Unknown,Relatively New,19.103908,72.840301
1.0,0.65,Lower,1.0,0.0,1.0,Mankhurd,500.0,1,Unknown,Mid Age,19.0482086,72.9317136
1.0,2.04,Middle,1.0,0.0,1.0,Andheri West,520.0,1,Unfurnished,Old,19.1172495,72.833968
2.0,1.59,Higher,2.0,2.0,1.0,Dahisar East,953.0,1,Semi Furnished,New,19.2599822,72.8598732
2.0,1.2,Middle,2.0,3.0,2.0,Mira Road East,1060.0,1,Unfurnished,New,19.286025,72.868886
1.0,0.2,Middle,2.0,0.0,1.0,Vasai East,450.0,1,Unfurnished,Mid Age,19.3981,72.84
5.0,17.5,Lower,3.0,0.0,4.0,Powai,4925.0,1,Unfurnished,Mid Age,19.1187195,72.9073476
2.0,2.41,Higher,2.0,0.0,1.0,Kandivali East,1000.0,1,Semi Furnished,Old,19.2051958,72.8626165
3.0,11.65,Unknown,3.0,0.0,2.0,Worli,1400.0,1,Unknown,Relatively New,18.9988405,72.8170327
3.0,3.9,Unknown,3.0,0.0,2.0,Malad East,1400.0,1,Unknown,Relatively New,19.1860219,72.8563181
1.0,0.84,Lower,2.0,0.0,1.0,Malad West,500.0,1,Unfurnished,Relatively New,19.1852851,72.8358611
3.0,2.7,Middle,2.0,0.0,1.0,Chembur,1450.0,1,Semi Furnished,New,19.054818,72.8979713
1.0,0.27,Middle,1.0,1.0,2.0,Nalasopara West,545.0,1,Semi Furnished,Relatively New,19.012455,72.835058
6.0,50.0,Higher,7.0,3.0,8.0,Parel,10000.0,1,Unfurnished,New,18.9883872,72.8394086
3.0,3.1,Middle,1.0,0.0,2.0,Chembur,1500.0,1,Unfurnished,Relatively New,19.054818,72.8979713
1.0,0.6,Higher,1.0,2.0,1.0,Mira Road East,560.0,1,Unfurnished,Mid Age,19.286025,72.868886
2.0,3.25,Middle,1.0,0.0,2.0,Powai,1250.0,1,Semi Furnished,Relatively New,19.1187195,72.9073476
3.0,9.25,Lower,3.0,0.0,1.0,Juhu,1950.0,1,Fully Furnished,Old,19.1070215,72.8275275
3.0,4.45,Middle,3.0,0.0,3.0,Mulund West,1351.0,1,Unfurnished,New,19.1719717,72.9511956
2.0,8.75,Unknown,2.0,0.0,1.0,Marine Lines,900.0,1,Unknown,Relatively New,18.945764,72.8237193
1.0,0.65,Unknown,2.0,3.0,1.0,Mira Road East,675.0,0,Unknown,Relatively New,19.286025,72.868886
2.0,1.08,Higher,2.0,3.0,1.0,Mira Road East,1050.0,1,Semi Furnished,Mid Age,19.286025,72.868886
2.0,1.73,Middle,2.0,1.0,1.0,Borivali East,870.0,1,Fully Furnished,Relatively New,19.2187187,72.8654856
1.0,0.54,Lower,2.0,0.0,0.0,Kandivali West,435.0,1,Unfurnished,Mid Age,19.2055321,72.8399273
2.0,1.28,Lower,2.0,3.0,1.0,Mira Road East,990.0,1,Semi Furnished,Mid Age,19.286025,72.868886
3.0,5.5,Middle,1.0,0.0,1.0,Andheri West,1700.0,1,Unknown,New,19.1172495,72.833968
2.0,0.82,Higher,2.0,3.0,1.0,Mira Road East,995.0,1,Semi Furnished,New,19.286025,72.868886
3.0,2.26,Lower,3.0,0.0,1.0,Andheri East,950.0,1,Semi Furnished,Mid Age,19.1158835,72.854202
1.0,0.7,Higher,2.0,0.0,1.0,Bhayandar East,680.0,1,Semi Furnished,Mid Age,19.3076,72.862
1.0,0.95,Higher,2.0,0.0,1.0,Dahisar East,590.0,1,Unfurnished,Relatively New,19.2599822,72.8598732
4.0,9.75,Middle,3.0,0.0,2.0,Wadala,2107.0,1,Semi Furnished,Relatively New,19.0210175,72.8568955
1.0,0.61,Middle,2.0,0.0,1.0,Thane West,650.0,1,Semi Furnished,Relatively New,19.2596635,72.9690861
1.0,1.15,Lower,2.0,0.0,1.0,Mulund West,550.0,1,Semi Furnished,New,19.1719717,72.9511956
1.0,1.65,Higher,2.0,0.0,1.0,Powai,536.0,1,Fully Furnished,Relatively New,19.1187195,72.9073476
